all_text,overall
small and fasti have always trusted sandisk this card works great in the samsung galaxy tab 101 2 i have been using it for about a month,5.0
mega chipi worked on one of the first drum drives this is still pretty darn amazing i think if they go smaller we will lose them grat item good access speeds,5.0
fast easy to usei bought the 64gb version for my samsung galaxy note ii and it works great did not need to format or anything opened the box popped it into my phone and it worked just as expected transfer speeds via usb connected to the phone and direct via card reader are both fasti also bought the 32gb version to use with included sd adapter in my canon sd4500is again just popped it directly into my device and it was ready to go very happy with both products i have used many sandisk flash cards in the past without issue so i expect these will hold up extremely well over time as well it might be a few more bucks than some lesser known brands but i feel its worth the premium,5.0
reliable brandmaybe the speed is not fast to beat others but sandisk is always reliable i have several sandisk sdtf card and they are never damaged the data security is always very important,4.0
great buy at a great priceif you have one of the latest smartphones go for this i highly recommend this to take full advantage of the processing speed and fast computation need of our gadgets sandisk products are known for their quality and reliability of the couple of name brand flash products i use sandisk gave me good roi anything below will rob you of reliability,4.0
32 gb memory cardbought this for use in my dash camera upgradeworking very well and faster than the 4 gb card that came with the camera also will work in my other digital cameras,5.0
bought for dell venue 11 pronot sure if it is the card or computer but it only shows up as 32 gig i tried reformating it and everything and it still says 32gigs,3.0
good capacity and speed for my camerai have a point and shoot camera this works well with it have no problems so far i think my camera is the speed limiting step rather than this card,5.0
went bad in few monthssorry to say but i have to pull down rating from 5 to 2 the card went bad in just couple of months no option to return as its beyond policythe card came on time good packaging and works so what else to add for this 16 gb sd card,2.0
for my sprint galaxy i have a large music collection that i like to play from the phone this allows me to put a lot more on the phone than i have in the past i had no compatibility problems with it plugged it in and it worked cannot get better than that as far as speed goes it is as fast as any card i have had in the phone i have noticed no lag or other issues reading or writing to it in the phone i do not use it outside of the phone so i cannot comment on direct readwrite speeds,5.0
just as describedmy phone is still on gingerbread os so this card is much faster than i will ever need with its capabilities i like that it has a lifetime warranty as my previous 32gb card did not have a warranty and is now fried after one year for 28 with shipping this should hold me over for many years to come and has the speeds to keep up with future devices overall very pleased got 9mbs write speed and 22mbs read speed on a motorola defy xt using a speed test application,5.0
solid flash at a cheap pricethis has some really fast speeds and has a good amount of storage it is also almost as cheap as those bargain bin items that give out after a month or so of hard usage this one did not though i am pretty hard on flash doing long sequential writes and what have you and this guy just would not give up,5.0
best and fastest memory on the market i just bought a 1080 p dash cam and i needed the best and fastest memory to get the best quality pictures i did my homework and as i thought scandisk ultra came out far above everything else out thereif you want the best and fastest memory with the highest quality on the market then get scandisk ultra,5.0
is as advertisedi use mine for my gopro black edition and its working well with it no freezes recordswrites up to advertised speedand more importantly its the best value for a 64gb class 10 micro sd,5.0
a nice boost in storage for my tableta cheaper alternative than buying a tablet with more storage shipped promptly and the price was reasonablei will probably purchase another,4.0
perfect microsdcard good speed cheap pricesome people complain about sd cards1 not working fast enough2 some android devices are acting slow3 rooted phones do not boot from sd cardsthis card is fast about 28 mbs removed all the lag from android device hdr video recorder have no delays between video recordings which usually happens with most of the cards on the market and all android rooted phones i tried booted and workedi really recommend this card for price and performancegood luck and enjoy you purchase,5.0
paperweightfor the first two months the card worked great in my gopro hero 3 black edition then one night it randomly stopped working amazon would not take it back and i have got an email into sandisk to see if i can get it replaced now i am out 52 and now cannot use my camera thanks so little,2.0
lots of room fast cardhard to believe that 10 years ago you would have needed a big hard drive to have this much room i use this card in my samsung y duos smartphone and it provides more than enough room for my entire music library a bunch of movies and all of the applications for my phone and i still have more than 34 of the space leftworks perfectly and i have always had good luck with sandisk products,5.0
quick and bigi put this in my asus tf700t tablet there were mixed reports of whether the tablet would support such a large card as the official limit for this tablet is listed as 32 gb i have had no problems with this in the tf700t and leave it in the device all the time this is a great way to ensure that you have a hefty amount of media available anywhere,5.0
no lags or stuttersi have used this in a number of devices including mobile phones when recording hd video straight to the card i have not encountered the skips lags or stutters that i have sometimes seen with other cards so it certainly must be fast enough for this purpose,5.0
i am glad i have this sandisk because it is faster at i bought a generic sd card for my galaxy s5 and it corrupted all of my music i am glad i have this sandisk because it is faster at readingwriting and comes with the memoryzone backup application free however you need to have google drive box dropbox or a similar cloud service memoryzone is great at backing up but lost some of my data when doing a transfer phone to sd,4.0
had one fail out of threeand you wouldnt believe what sandisk put me through to get a warranty replacement however i finally got the replacement and it has been working fine ever since,3.0
never a problem with sandisk productsi purchased this to use with my samsung galaxy tab 2 101 i chose this memory card because i have used sandisk products many time in the past and have never had a problem,5.0
exactly as advertisedgreat microsd card at a great price with speed i can fit about 23 days worth of moderate shooting 60 fps at 1080p on a ski trip with my gropro on one of these cards,5.0
industry standardthe cards have had no reliability issues at their required tasks so i did not put them under any data transfer time observations,5.0
goodtransfer speeds are good worth the price tag use it in my samsung galaxy s3 sometimes it craps out and has to be reformatted or rebooted in phone otherwise no problems,4.0
mucho memorycard is fast and reliable in my galaxy note 2 cell phone copied my whole music collection to it no problems,5.0
testingit works so far waiting for the heat and cold to see how well it will hold up,4.0
great pricei picked up this storage device to use in my phone i only had a 1 gig mini sd in there for music ad it was getting pretty full now 30 plus gigs of free space later i can download to my hearts content,5.0
great cardyou cant beat the price and it works great i have no problems with the card i use it for my gopro it works great,5.0
sandisc ultra micro sd 32gbgreat product and price from sandisc i will be using it for my cell phone replacing the 8gb for my video now i have 2 hours with the 32gb compared to 20 minutes with8gb in super fine mode all the rest of my sandisc memory card from years ago are still working 100 thanks sandisc,5.0
whyi bought this on black friday last year and took a chance on it what chance you say i read some reviews that this card just actually stopped working for no reason and not due to abuse or misuse i had this card in my acer iconia a500 and it just stopped working even my computer doesnt recognize it what the fuck sandisk this is an expensive part for this to occur do not buy or if you do be careful what you store on it i only had music and movies on mine so not big deal but what if you had this in your phone with valuable pictures,1.0
perfectthis card is both small and large at the same time it is micro size but high capacity are perfect and works well with my goprc hero 3 recording in 1080p is not an issue either the class 10 rating allows the gopro to do its thing and the card is able to keep up with the high mb transfer rate,5.0
i would buy again only cheaperfast used it on my dji phantom gopro hd black not one hickupi would buy again only cheaper you get whacha pay for,5.0
micro sd cardgood no problems works well,5.0
working great so farlove itso faras i just purchased this as iam not into buying sdcards but now i have a nextbook tablet and this works great for adding videos and music able to be put on this sd card,5.0
high qualitymy fiance has had this in his tablet for almost a year now without a single issue i feel that it is one of the best quality memory cards weve ever had make sure you get the retail packaging and not the frustrationfree the retail packaging only requires one quick clip of the scissors and it is worth it to get one that is sealed in a package and not at risk to be damaged,4.0
flawless so farthis is being used in a mobius action camera 1080p hd mini sports camdash cam daily so the opportunity for failure or problems would be readily apparent it has really delivered as promised speed and reliability are great the adapter works perfectly as well i have several other sandisk products including sd cards thumb drives and an ssd and all have been terrificso far i can highly recommend the sandisk ultra 32 gb microsdhc c10uhs1 memory card i will post again if any issues arise,5.0
five starsgreat productprompt servicewell done,5.0
it workswhat else can i say that it is light and small not the fastest card on the market but does the job copying files onto it is slow but it is fast enough to play music or movies from it on your cellphone or other devices,5.0
excellent as expectedhow cool it is to be able to put all of my music on my phone the little card works just fine and the price is reasonalble,5.0
either it works or it does not it works it was a fair price and i am happy with iteither it works or it does not it works it was a fair price and i am happy with it,5.0
works finewell works just like any other sd card i dont see ultra fast speeds or any thing i shoved this guy into a galaxy s4 and it works fine,4.0
video does not work on nokia lumia 15201080p 30fps or 720p 30fps or 24fps using the nokia camera application or regular application does not work well it does but unless you want to see stuttering every 67 seconds it freezes up constantly very glitchy because its slow got a 9mbs write 449mbs read on mine,1.0
a life saveri never thought i could have a 64 gb memory like this one this is awesome especially when you have a tablet i am using it on a asus tf300t and it is working flawless a piece of advise since current tablets are not supposed to handle these leave the format as exfat do not format it to fat32 or ntfs,5.0
great productits a great brand works perfectly i use it for my android phone and now i got tons of extra storage,5.0
great productfast product when place in my camera i am very happy with this product the product was received pretty fast the material was as described and much better i do recommend this product to anyone,5.0
it worksi have copied and transported a large amount of data and it work and no errors i will purchase more of these,5.0
works greatgreat product can always count on sandisk just make sure your device can support 64gb card do not go cheap and fall for counterfeits,5.0
excellent producti was little hesitant to order this initially but turned out to be an excellent productdid a initial test on crystaldiskmarkenjoying it on my asus tf101the shipping was quick too,5.0
works great on samsung s4this card it pretty fast i very little between difference between the speed internal storage and the sd cardworks great,5.0
excellent speed and reliabilityi have lot of these at work 8gb 16gb 32gb 64gb though i have not done real speed tests on these but these have been reliable all along used in music players cameras laptop sd cards these do sell at a little bit of premium because of their class 10 tag but i would buy these any day if i need these for cameraslaptop extra storage but if you are using these for music players you are good even with class 2 cards,5.0
got it for my go pro hero3this micro card works well with my go pro hero3 does what you would expect a micro sd card to do,5.0
great for your note 3works as i expected with scandisk installed and formatted in my samsung galaxy note 3 with no issues once in the phone the real amount of usable space is only 59gb just for reference,5.0
mini sd cardeveryone should buy this product who likes to record with their dslr works great with my canon dslr great product,5.0
great capacity for my phonegreat to have the additional capacity for storage and the card is fast working great and the price was great also,5.0
works perfectly on my gopro hero3 blackhavent had a chance to completely fill up the stick but so far so good i have taken my gopro with this in 10 below weather launching off jumps and occasionally take a beating,5.0
excellent itemits a must to have it once you got the gopro practical and very friendly helps you to load as many recorded shots as possible,5.0
samsung s4 memory expansionpurchased this card to expand the storage on my samsung s4 and it does the trick plenty of room to carry ebooks music and store camera pictures great item at a good price and i recommend this item for anyone needing more memory using a microsdhc class 10 memory card,5.0
failed in 6 monthsfailed in my galaxy note after 8 monthslost all my pictures and videos that werent backed upthe card worked fine until suddenly wasnt being recognized on the phone or the computersandisk honored the warrenty and sent a replacement and it works but i am less confident about the product and afraid to lose data on it in later when i am not prepared,1.0
good price and fast read and write speedsfast shipping good packaging fast speed card does what its supposed to do sandisk is a well known brand and i use many of there products currently using in a lenovo yoga 10,5.0
greatgreat purchase with the best price on the market so far i appreciate the fact that this product came ready to use and very well packaged please let me know if you have a thumb drive with built in security at a very low price money is tight but the product is worth the investment,5.0
tested with the gopro at maximum settingrolled the camera on the highest settings and till battery died card was fast and no complaints bought two of these for my gopro,5.0
works as advertisedwas a decent price for the amount of memory had no issues reading it on my old hp6910p laptop built in card reader no problems so far,4.0
always great quality and reliabilitytrusted sandisk for years no issues works great does exactly what is needed i use sandisk in all my camera and phone gear,5.0
great card great pricewhat accolades can one say about an sd card that works and is an economical buy put it in my gopro camera and promptly filled it up,5.0
needed cheap fast memoryim using this 32 gb micro sandisk ultra to record 1080p video to a blackbox recorder in my car i just popped it in and it worked the adapter that came with it makes it easy to offload video to the macbook it appears to keep up with 1080p video very well i have never missed a frame of audio or video it is constantly overwritten every 3 days with the oldest event and it has not failed yet been using it for a couple of months now seller mailed it usps and it arrived in 3 days,5.0
works in the dell xps 10i bought this to expand my 32gb dell xps 10 to 64gb it fits easily into the micro sd slot and was recognized by windows retweet upon boot up i did reformat the card old habit and have not had any problems at all,5.0
perfecti got this for my new android tablet and it works perfectly the microsd to sd adapter is great it allows me to plug it into my computer into the regular sized sd card port to transfer files much quicker than if i were to plug the tablet into my computer over usb,5.0
not reliablestick with the 32gb model first one got smoking hot about 1 minute after use but it seemed to function then i installed it in my samsung galaxy note ii and it got hot in the phone after a day it just quite all together luckily i still had my 32gb and a backup of my data did an rma and got a new one which did not get hot but died after less than a month of use i will wait until lexars 64gb comes down in price a bit and then try that onebut not this sandisk one their 32gb seem to be ok though,1.0
wow huge capacityi bought this to increase the music capacity of my mp3 player as a bonus i can use the adapter with my old 8 gb micro in my digital camera,5.0
seems to be working just finei work for ready 2 roll pedicabs in houston and we do a lot of promotional movies and put them on youtube we use this memory card for our full hd cam so far we recorded 5 hour on full hd and still have plenty of space for more hours it just took a few day when i received it in the mail,5.0
five starsdoing its thing no complaints,5.0
great bargini can use this in in a variety of devices with the included adapter seems to work great and seems to me to be very fast good value for the money,5.0
works like a champthis card did an amazing job with holding my music on my phone videos played with ease and everything highly recommend this card to anyone the sd card adapter also worked perfectly for mei use this card on a samsung galaxy s2 epic 4g touch sprint version it works just fine on that phone even though the phone specs say it only holds up to 32gb just put the card in go to your settings fine sd and storage and then scroll to this card and format the card once formatted it will work just as any other sd card,5.0
works great in surface retweet tabletthis is a good fast card with plenty of capacity and it works great for additionals storage in a microsoft surface retweet tablethint you can add the space to your windows libraries for a more seamless experience in the os by creating a few empty dummy folders on your c drive then using the windows disk management console to map those folders to the folders on the cardinfo on that here,5.0
love the extra spacethis microsd card works as advertised my samsung galaxy s3 developed a problem with the sd card that was included with the purchase of the phone once i replaced it it is as good as new,5.0
great price for the size until it diesgot it on sale for an incredible price the only way i am likely to upgrade from this is if they come out with a 128g size 64g is not necessary for my use but at 128 i would be able to use it without worry of running out of space and put my entire mp3 catalog on it as wellupdate about 4 months after i bought this and installed it in my galaxy s2 it started causing some trouble for my phone at first i did not realize it was the micro sd card causing the problem but it would occasionally have a status message saying something like unmount the sd card before removing it to avoid corrupting your data and eventually it did not even recognize that there was a card in there at all i put the old 1gb card back in and it works fine put the 32gb card into the adapter and put it into the computers card reader nothing wouldnt read it at alli do back up my phone occasionally maybe once a month but lost everything every photo and video i had taken of my new kitten since i got her because of this it is very surprising since sandisk is usually quite reliable my wife has the same card in her phone we got them around the same time and hers is still working normally so farymmv but always back up your data regularly more than once a month if you are taking a lot of pictures and video,1.0
five starsgreat,5.0
so far so goodso far working great i am using on my dell venue 8 pro and is working fine no issues,5.0
great producti download movies pictures music and i still have space in my sd card my phone galaxy s3 is a real and powerfull phone with 64 16 gigasthank youraul,5.0
failed after 30 daysmost of my reviews are positive this product failed could not read on my device a galaxy s3 nor on my computer with 2 different readers in less than 30 days the customer support is also unhelpful as they would only replace the card after many questions they would not provide a refund i did not want a replacement of a card that failed so quicklyi would suggest buying a different card it is not worth the hassle and lost data to save a couple of dollars with buying this one,1.0
small diskcould be lost if not carefuldisk is very small and it fits into one that fits your computer so far it has enough room to store my driving time for the dayyou then can download everything into your computer for viewing,5.0
sandisk is the top of the linebest buy wants almost a hundred dollars for this chipit works perfectly in my samsung galaxy s1 this is a outstanding phoneit was updated to jellybean 43 it works flawlesslyi now have all the memory that i need in my phonethe sandisk warranty is outstandingi doubt that i will ever have to use itif you need to buy any chipsget them from amazonthey are much cheaperbest buy is getting greedy,5.0
needed spaceyoull need the added space once you start enjoying your new gopro so why not get the bigger storage anyway,5.0
great card at good pricepurchased these to use in contour roam cameras records quality videos and downloads fast highly recommend these cards for your micro sd card devices,5.0
works like a charmreally fast sd card large storage space works perfecti use it for all my music and photos no problems so far nothing much to say about it besides that it does everything i need it to,5.0
works great in lenovothinkpad 8this seems to be a great microsdxc as i would expect from sandisk i have not tested readwrite speed so i cannot comment on that i have it installed in my lenovo thinkpad 8 to provide extra storage and it is doing what it is supposed to do guess there is not much more you can say about an sd card i would expect it to work just as well in any device that is sdxc compatible,5.0
so fastlove the speed and quality of the card previous card worked slow and would freeze or force eject all my problems are solved now,5.0
great addition to my samsung note i want to upgrade the memory to my samsung note ii it is great to be able to instantly double my storage capacity i am waiting for the 128 gb to down in price,5.0
great memory cardperfect memory card for cell phone use great amount of storage and has really good readwrite speeds would recommend to others,5.0
sandisk ulta 16bg microsdhc cardbought two of these to use in a pair of galaxy s3 phones fit perfectly and were instantly recognized by the phones lots of room now for photos and so on no problems at all thus far i have quite a few sandisk memory products including their 128gb ss drive all have been troublefree so i am hopeful,5.0
works perfectlyi do not have any complaints about this micro sd card i ordered it for my sony action camera and its so far been doing extreamly well,5.0
great value excellent price but lacking extras4 stars for the excellent price and performance seems to be as advertised average copying speeds are around 1820mbsonly gripe is that sandisk does not include any extras that is a plastic protective case or bundle it with a sd card reader however can understand why at this price point,4.0
works with gtp5113 samsung tab 2the primary reason for buying this extra capacitysandisk ultra 64 gb microsdxc class 10card was to use it insamsung galaxy tab 2 101inch model gtp5113and i am happy to share that you can get this to work flawlessly after some initial glitches read belowfirstly you need to be aware that the samsung tablet model gtp5113 currently runs with android os 411 with kernel 3031523998 and build number jro03cp5113ueclk7jelly bean my experiences shared here are with that level of android os your experiences may vary depending on what version of os you are running the sandisk ultra 64 gb microsdxc card purchased from amazon retail packaging gets recognized just fine however when the tablets media device aka mtp application attempts to talk your pc via usb cable the tablet simply reboots and after that the card is presented to the pc really strange indeedthis baffled me for couple of hours firstly i attempted to format the card exfat in pc and it formatted just fine after that i attempted to use it in the tablet to see the same behavioral oddity of instantaneous reboot of the tablet as mtp application tries to communicate with the pc this made me investigate the issue further and i determined the root cause was the fact that sandisk now seen to factory format the card with exfat but also somehow seen to include an offset of 16mb at the beginning of the card which shows up as 16mb unallocated region in the initial sectors on this card under windows disk management toolthe solution is to get rid of that unallocated 16mb partition on the card you could do it in pc but that might require some windows command line experience and using diskpart utility and what not and i do not want to confuse people here with that process for most novice users the process should be very simple just insert the card on the tablet and use the native sd card format tool under settings that android os 411 has and it will get rid of that 16mb partition and happily remount it now after this simple process the mtp application works just fine with pc to transfer files to the sd card without any strange reboot phenomenonnot sure why sandisk formats their class 10 card in this fashion they never did it with their class 6 cards earlier and there is gotta be some technical explanation for why they include that 16mb partition that only sandisk can give in the end if you reformat the card in the tablet which defaults to exfat the card is seen to work just finebottomlinethis is an awesome 64gb capacity microsd card from a reputed manufacturer for budget minded people and gets the job done beautifully the read and write speeds are adequate enough for most audiovideo picture file formats in a tablet the glitch mentioned above forced me to give four stars instead of five stars but let that not stop you from making a decision to buy ithighly recommendedcheers,4.0
works great with my gs3i purchased this because my samsumg galaxy s3 was getting full of pictures it installed easy works great and i have had no speed issues when writing or reading from it,5.0
worked on my s3 out of the packageive had this memory card in my s3 for the past few months without any issues the only problem i have had with this was when i initially copied the 30gb of data from my old card to this card i had this connected to my laptop using a microsd usb adapter and the copies kept failing i figured out that the card was overheating when writing a lot of data i was able to copy the data by pointing a small desk fan towards the card adapter during the file copy process that being said i do not have any readwrite problems due to overheating with the card installed in my phone i have copied over a couple of gigs of movies to watch on some trips with the card installed in the phone without any failures it may be that heat issue only occurs after pushing 3gb of data at a time the largest movie i copied to the phone was 2gb most of the other movies are just over a gigthe only prep work for use in my phone was the initial format when it was first installed the card was recognized prior to the formatting but i had seen where others had readwrite issues so the format was a preemptive move,5.0
works as advertisedi do not have too much to say about an sd card but i wanted to at least give it the 5 stars it deserves we used it in a galaxy s3 and it has worked flawlessly so far i have not run any benchmarks to confirm the speed and so on but it does not seem to hinder the phone or camera which we now have saving photosvideos to the sd card in any wayi will point out the the s3 camera application did notify us that burst mode shots will still write to the phones internal memory potentially due to the high date of data being written that is good to know if you use burst mode a lot and were hoping to use an sd card for that purpose,5.0
64gb is a ton of space for a phonecame quick and works well with my galaxy s4 formating was simple its a sandisk not much that could be wrong with it,5.0
have card will travelfull disclosure i use no other brand of sd card other than sandiskhaving said that i was pleased to discover an sd card designed for people who demand fast transfer speeds for hd video applications i purchased this item for my tablet pc and have been pleased with its functionality the adapter is great for accessing via computer to transfer files directly if usb is not desired,5.0
gopro heroits been working for over 4 years on my gp camera has not crashed nor failed me i have shot over a hundred hours of footage on this card i will buy again for sure,5.0
works very wellperforms as expected i bought for mi galaxy s3 to increase it storage options when i need to transfer big files i use a usb adapter since the wifi and mtp conectios speed is far slower than directly connecting the device but that is not the cards problem its fast reading and writing inside the s3 and when connected to a current generation computerold computers will read and write at slower speeds but is still compatible hardware wise the exfat format can be a hassleno problems yet hardware wise i would have preferred an open standard as partition format instead of exfat but that is microsoft fault not sandiskis easy to reformat with a usb sdmicrosd adapter,5.0
good speed and performanceworks well with my dslr have never been able to fill it i guess 16gb would be enough for average use go for faster speeds and smaller size,5.0
included adapter made these micro sd cards a good dealuse it with the included adapter as a spare card for my panasonic fz200 lumix camera and as a quick and easy temporary backup drive for my macbook pro laptop which has a standard sd slot also use it to make a quick transfer of files between the laptop and an imac works exactly like a fullsize sd card for these purposes very fast and reliable data transfers and the special price from amazon made these cards less costly than the standard 32 gb card at the timeupdate i have changed the star rating from a 5 to a 4 this micro card worked fine for about three months and then suddenly began to disappear from the laptop finder it still shows up and works fine when mounted in the desktop imac but often it will not mount in the laptop this could be a problem with the laptop and if that turns out to be the case i will restore this to a 5star rating,4.0
averages 10mbsec write 30mbsec readpretty much as stated above write rate holds up well from small files to large files reads vary from 2533mbsec but holds pretty steadily via card reader in supplied sd adapter through motorola photon q and through the sandisk sddr121a11m adapter via usb 20 and on either pc i have,5.0
works greati needed more storage for my venue 8 pro tablet plugged it in and was able to store large files on it within minutes so far so good,5.0
low price and lots of spacethis was a great deal that i would purchase again if i need another just like it my galaxy note 3 is great for videos games and movies so it needs a lot of storage this sandisk had just the right amount of gbs and price to make this a great deal it is almost filled up already so i might buy another one soon do not hesitate if youre interested in quality storage,5.0
not fast enough for full resolution on gopro hero 3as the title says it can cause your gopro hero 3 to stop recording mid recording if used at the highest resolutions and frame rates,4.0
card works fine adapter is junktried this in my gopro silver camera so for seems to workput card in adapter to transfer files and had a very hard time removing it again will not try the adapter again with this card,4.0
great high speed memeory cardthis 32gb card is fast great for storing video and music and whatever you need to do without worry it is plenty large and the price is very reasonable,5.0
what is there to sayi formatted the card saved the data from phones 4 gb card to desktop dragged and dropped the files from 4gb to 32 gb card installed 32 gb card in phone phone works perfectly win winand a great deal for the price,5.0
fastadvertised speedworks right out of the box no formatting requiredtrusted namethis is a nobrainersamsung has started to make their own line of sd cards and they seem to be cheaper at the moment when compared to the sandisk,5.0
more memoryi bought this chip to be used to increase the use of my smart phone and it has increased the memory at least for now,5.0
great priceand good product i have not had any issue with the san disk memory cards so i prefer to stay with them i have several electronic devices what use the micro sd and they all work great i would recommend this product,5.0
meets published specs but there are faster less expensive optionsfirst off i have always bought sandisk for the warranty under the reasoning that a lifetime warranty means they must be a little better than the others and sandisks lesser lines i have 5 class 6 sd 8gb extreme i series cards all pushing 5 years old now with zero problems all of which write nearly twice as fast not sure what the limitation is class 10 uhs1 and 5 year newer tech should blow these away the micro packaging should not make a difference either i can only guess it is marketing differentiationagain this card will write at published specs but you may want to check out the sony sr32uyatqmn of the same capacity it reads and writes faster and is a similar price though only a one year warranty i picked it up with a hisense 7 pro tablet awesome and could not wait and they were on sale locally for 26 was a pleasant surprise came with a sd adapter as well and some file recovery software a link not a fan of sony web sites support or or documentation for any of their gear the last 15 years but these are commodities now i suppose and you cannot expect much any longer i now kind of think if these things work 30 days they will probably work 510 years until they are obsolete for your informationthe sandisk and sony are both made in china,4.0
good card good pricei was pleasantly surprised that my card arrived ahead of schedule that is always a plus in my book the works without a hitch i was able to copy the files from my 16gb card to this one relatively quickly and very easily my samsung galaxy tab 2 70 read the card perfectly i have no complaints about the card although i expected the write speed to be a little faster after all is said and done i would definitely recommend this card for your tablet smart phone or any other device that allows for expandable memory,4.0
goodfor less than a yeardecent transfer speeds out of phonein phone sees around 1012mbs down to 5 this card is nothing to write home about however as it only lasted me 7 months now it will not read in my phone or laptop or friends phone so now i lost all my filesi recommend you store your vital files in the phone,3.0
very difficult to extractthe card does all it promises to do but i have a gripe the nailridge near the outer end of the card is not defined enough which makes it rather difficult to extract the card from a reader or adapterthis is the first microsd card i have that has had this problem,3.0
16gb microsdhc memory cardits the wrong one because i thought i was getting the 64 gb one i need to know how to return this one and i will reorder the right one,3.0
works for methis card works perfectly in my black box original quality g1w dash camera,5.0
great with galaxy note 3got it on sale during blackfriday awesome great speeds lots of storage works wonderful with galaxy note 3 buy today,5.0
sandiskwhat can you say about a disk it is doing the work that it was made to do i am happy with it,5.0
the storage i needthis worked right out of the box for my samsung galaxy s3 fast speeds class 10 half the price as a comparable product at a big box store i may buy a second one later,5.0
backupi use these as backup for my images when i am out on a photo shoot as of to date they have been very effective in reducing weight and storage space in my pack,5.0
sandisk ultra 64 gbmicrosdx class 10 uhs1this is a great disk and i have never had any problems with the product what can you say positive or negative about a product that does it is intended purpose of storing memory well made simple to use and never a problem to date,5.0
the only part in my samsung tablet that does not suckits probably better than i think it is i got this to go in a samsung tablet which is about to get replaced with an ipad but the sd memory card portion has not given me any fits yet the write speed is not as high as some sd cards and this funky form factor requires an adapter most of the time so do not expect to pop this into your dslr,4.0
works greatused in a tablet computer works great may buy more for my digital camera i liked the specs on this c10uhs1,5.0
i had to replace the first one in my tableti had to replace the first one in my tablet the first time i bought one of these for my tablet the disk became corrupted i bought a replacement this item and it seems to work just fine,4.0
super fast ship works greatitem arrived faster than expected and works great as additional memory on my cell phone comes with adapter to use in regular sd card slots which came in handy when transferring data from old card to new card a,5.0
fast card for phonetook out my old card a black one from kingston hc and replaced it with this ultra one when transferring files you can see the difference in speed about 60 faster transfer rate than the kingston,5.0
lucky me i did not even notice that it came with an adapterbuying two of the 32gb cards is even cheaper than buying one 64gb too it is a really is a solid value,5.0
great in my samsung phone and tabletthis works well and is speedy in both my samsung galaxy s3 and my samsung galaxy tab 2 101 the included adapter works great in my pc memory card slot as well,5.0
good buya necessity for the gopro i bought this little guy holds all the info i need and makes for easy use i would recommend this little guy for anyone getting a gopro,5.0
works great so farplugged it into my samsung galaxy s3 and now i have enough memory to take as many pictures as i could ever want no complaints been using it for over a month without issue,5.0
four starswhat can i say it is a memory card,4.0
does not work in a tab 2i am using it my camera instead but if you want it on a sum sung this is not the one to buy,3.0
works wellinstalled in my tablet to expand memory works very well for this application recognized by the tablet and my desktop computer with no problems,4.0
nice buyitem as described fits well in my galaxy tab 2 can access instantly both from my tab and from my computer when i plug my tab to laptop by usb cable i like it,5.0
great valueyou cannot beat the value of this 32 micro m a cardbeliever that there is no such thing as a deal of a lifetime when it comes to electronics but for now this card really is a great value,5.0
good video chipi used this i my gopro 3 black and it worked flawlessly shooting at 47 fps in hd without a hitch,5.0
for those with galaxy tab 2 101this sd card does work with the galaxy tab 2 101 i was unable to format with a windows 7 machine however utilized my macbook pro disk utility to format works greats reads and writes videos and pics fast i have not tested saving applications yet but will adjust the review when i get the chance,5.0
32gb for a decent priceive used many others and this is average its in my sons android and i do not really think the application its in right now is a the best way to determine its speed performance otherwise it does what i want it tothe adapter will come in handy later,4.0
great productworks as described i use it in my samsung s5 and it was a plug and play hope to have this phone until i am done with cellphones they are getting to high priced everything was transfered from my old phone on to this and still have plenty of space left,5.0
great sd cardgreat speed great capacity great price and fits great in my htc evo design 4g android phone i recomend it,5.0
good buy for the money but wait i had an issuei bought this card to replace a lost 16 gig in my phone htc g2 seems to be working perfectly so i will recommend to all wait read oni had this card in my phone for a little over a month when it messed up the phone stop recognizing the card tried it in the computer and it was not recognized either i contacted sandisk and they did send me out a replacement but i lost the few pictures i had on the original card i could have sent the card to sandisks data recovery people and they would have charged me 27500 if they were able to recover the data and nothing if they could not a bit to rich for me so i passed and unfortunately lost the photos,3.0
as expectedbought this to use in our go pro white edition and it has worked well no issues recording time lapse or 15 minutes of video at one time,5.0
best memory cardthis memory card is ultra fast in android phone its a bit costly but it works flawless it reads fast so pics videos and so on loads in about 3 seconds or less highly recommended,5.0
thinthis chip seems to be thinner and lighter than the rest of my mini sd cards came with an adaptor card so it can be read by using a regular sized sd card slot or you can just read it while it is in the device,5.0
works with moto g ltei ordered the regular packaging after reading the frustrationfree packaging is sometimes counterfeit anyway the 32gb card i received was formatted as fat32 and it seemed to work just fine in my new moto g lte phone running android 443 moved applications onto the card put some music on it works great no complaints,5.0
so far excellenteven thoug it does not meet the specification speed is a great product it does what it was intended for,5.0
no problems so fari bought this card to replace a kingston card that my phone fried it has been working without issues so far,5.0
please with the productworks great with my gopro camera and had no problem using it in my computer all the videos are recorded just fine and in good quality,4.0
goodeasy to install good performance can be used in phone photo machines computer now i have extra space in my cell phone,5.0
works gratinstall on samsung phone and it works great recommend if you need more memory on the phone and install with no problems,5.0
works greatwhen i first got this item i had some problems with it and for some reason caused all my data on my android phone to get deleted forcing me to reinstall my custom rom and use my previous sd card until amazon replaced this one but once i got the replacement it worked perfectly i have no issues with it at all now and for the past several months its able to hold all my applications and data with ease with the high readwrite speeds i do not have any lag and it just works exactly how i hoped it would,5.0
